mediaeval medieval
evil bad
fortunately thankfully
wrack ruin
iyo ioa
possible probable
unrecorded unregistered
exerting exert
wrong inaccurate
mainly principally
inside inner
track tracking
comprised composed
virtually practically
successively consecutive
son fils
sons fils
appliances equipments
appliances equipment
appliance equipment
climb rises
climbs rise
climb rise
climbs rises
rises soar
rises soars
rise soar
rise soars
morley murli
returns revert
return revert
mayer meier
shelly shelley
perfect impeccable
everywhere anywhere
change changing
changes changing
consistent coherent
softly gently
spectra spectrum
chariot trolley
shut closes
shut close
cancelled cancel
professors teachers
bad improper
affirms reaffirm
statements declarations
bright brightest
replies responses
inject injecting
dok duc
pretentious conceited
require requiring
impeccable perfect
accelerator throttle
issue problem
gaps variance
gap variance
routed route
multiplied multiply
implicated involved
cristiano christian
imaginable conceivable
subsidiary ancillary
apprehended apprehend
bodin bowden
customer client
futures upcoming
future upcoming
initiates initiation
carnage massacre
negotiations talks
negotiation talks
efficient efficacy
veterinarian veterinary
decreasing falling
teachers professors
statistics stats
commence commencing
monitors monitoring
monitor monitoring
allowable acceptable
strongly sharply
demonstrate demonstrates
suppress quell
earlier previous
acronyms abbreviations
raising hike
raise hike
near nigh
correlate correlated
despised scorned
pollute contaminate
declarations statements
stipulates stipulate
marvellous fantastic
initiate commenced
flavor flavour
icing ice
honey babe
proving prove
due owing
farewell adieu
unchangeable constant
blend melange
evil maleficent
limit restricted
limits restricted
approving endorse
slide sliding
carbonated carbonate
closest nearest
indigenous aboriginal
advice advising
unregistered unrecorded
stacking stack
expertise proficiency
stale outdated
restart reset
excellent splendid
conformity accordance
advise advising
exploit exploited
weak debilitated
cement cemented
steady unceasing
restricted constrain
increase gain
arrange arranged
limited capped
honourable honorable
rapacious ravenous
prohibit banned
early earliest
former past
concealing hide
spent expended
unsuited improper
determined resolute
constant immutable
howdy hi
idea ideas
trolley chariot
composed comprised
gain rise
competitor rival
lonely solitary
arts humanities
continuing continue
proceeding proceed
particular peculiar
disappear go
involvement attendance
ruin wrack
keane keene
uploads upload
affirmed affirm
prudence careful
understand understands
worldly mundane
analytic analysis
analytic analyses
adieu goodbye
demonstrates demonstrate
jodi jody
besides additionally
pins pinned
pin pinned
rises climb
rise climbs
rise climb
rises climbs
authorize authorising
contrite repentant
denotes indicate
sirs sir
commencing commence
pivotal essential
owned own
super great
principally mainly
brightest bright
crazy madman
timetable scheduling
timetables scheduling
dine supper
requiring require
start initiating
starts initiating
advising advise
precipitation rainfall
bad evil
advances progression
advance progression
shelley shelly
involved implicated
diminished reduced
terrify frighten
massacre carnage
difficult sticky
noisy rowdy
wonderful magnificent
surreptitiously covertly
clusters groups
cluster groups
clusters group
cluster group
magnificent wonderful
groups clusters
groups cluster
group clusters
group cluster
hormone hormonal
elimination eradicating
courageous plucky
rise gain
jody jodi
acknowledgement recognition
parliaments parliament
inviting invite
tolerable permissible
slow slower
specifically particularly
dear honey
ideas idea
scorned despised
millennium millenium
usually normally
helps support
help support
lube lubricant
councils advice
powerful potent
solitude loneliness
peuple people
repentant contrite
firefight shootout
initiating start
initiating starts
constant unceasing
alison allison
harmful prejudicial
facilitates facilitate
pascual pasquale
closing closure
principal main
approximately approx
proportional proportionate
upcoming futures
upcoming future
coerce coerced
gut bowel
sexy hot
sexier sexy
sight vision
protective preventative
gently softly
minimum lowest
equipments appliances
equipment appliances
equipment appliance
communicate inform
rebuilding reconstruct
seeks seeking
seek seeking
assure assuring
usual normal
magyar hungarian
changing change
changing changes
practically virtually
anger ire
besiege besieging
cluster groups
cluster group
extreme abject
natalie nathalie
enlargement enlarging
augmentation increase
augmentation increases
favorable positive
famous celebrated
transformation conversion
modifications changed
modifications change
modifications changes
madman crazy
unbelievable fantastic
fabulous terrific
inaccurate wrong
super terrific
abatement mitigation
talks negotiations
talks negotiation
cheat swindle
featuring features
featuring feature
johnnie jonny
nurture nurturing
repress repressed
practise practicing
communicated communicate
terrific fabulous
infantile children
infantile child
exterior outside
sliding slide
bleeding bleed
cancel abolish
cancels abolish
unprecedented unmatched
unrelenting persistent
collectivity group
soon shortly
enables allow
chitchat talk
creation introduction
despite notwithstanding
gizmo gadget
christian cristiano
level tier
accordance conformity
fantastic super
pardon forgive
instantaneous snapshots
instantaneous snapshot
worldwide international
claimant applicant
confirms confirm
doctors physicians
supervises monitors
supervises monitor
goggles eyeglasses
swift rapid
nonviolent peaceful
enlarging enlarge
includes comprises
exert exerting
recognizing acknowledgement
almost nearly
wound injured
canton guangzhou
resistant resilient
nearly almost
illness diseases
confirm confirms
nearest closest
viewed view
collaborate cooperation
agencies organizations
fils son
fils sons
sustained steady
gamo jammu
wonderful super
end discontinue
hodgepodge hotchpotch
hikes rises
hike rises
hikes rise
hike rise
furnishes provides
decibel db
mitigation abatement
sent forwarded
ground terrestrial
useless pointless
withdraw withdrawal
recognition acknowledgement
stack stacking
increase gain
increase gained
increased gained
increased gain
increased gains
expand enlarging
melange blend
rigorous stringent
closes shut
close shut
splendid fine
unanimity consensus
well good
great super
nightly overnight
intelligible comprehensible
grate grating
introduction creation
costly expensive
declaration proclamation
dictation dictates
dictation dictate
amiss bad
baggages suitcases
banning prohibiting
tips advice
tip advice
coerced coerce
aboriginal indigenous
applicant claimant
onshore coastal
loneliness solitude
police constabulary
slower slow
honey dear
weights weighted
weight weighted
dangerous risky
veterinary veterinarian
allison alison
invert reverse
thus thereby
terrific super
lowers reduces
basically essentially
eyeglasses goggles
acknowledges concedes
help aiding
abbreviations acronyms
bleed bleeding
rise advance
dickey dickie
commenced initiate
zacharias zechariah
celebrated famous
notwithstanding despite
light lit
expended spent
expeditious quick
assuring assure
mistaken mistake
terrain ground
double doubles
isolation isolate
resilient resistant
good well
supervision oversight
vulnerable weak
infect contaminate
comprehensible intelligible
stringent rigorous
acceptable allowable
oversight supervision
banned prohibit
normally usually
attached annexed
advance lead
responses replies
totals aggregate
total aggregate
program programmed
authorising authorize
ioa iyo
flavour flavor
keene keane
indispensable critical
hazardous risky
ku koo
pleasantly agreeably
supper dine
spectrum spectra
view viewed
threatening menace
mistake wrong
good nice
contaminate pollute
earliest early
opens open
solitary lonely
employees personnel
employee personnel
programmes programs
affirm affirmed
comprises includes
booklet handbook
write writing
indigenous aboriginal
handbook booklet
linking link
dial dialed
mortuary morgue
official staffer
broadens increases
broaden increase
broadening increase
booklet brochure
evaluated assessments
evaluated assessment
gadget gizmo
scrubbing scrub
stipulate stipulates
acknowledgement recognizing
proportionate proportional
appropriate proper
reclaim recapture
folly madness
morgue mortuary
emphasized highlighted
timeline deadline
